12.72 90 2.148 0.025
13.4 14 3.387 0.006
14.44 14 3.309 -0.015
14.44 90 2.033 0.024
14.92 14 3.272 -0.023
15.64 90 1.946 0.04
16.12 14 3.165 -0.051
16.88 14 3.118 -0.07
17.1 14 3.098 -0.076
17.34 14 3.065 -0.08
17.34 90 1.826 0.043
17.52 14 3.065 -0.08
17.52 90 1.826 0.043
17.66 14 3.065 -0.08
17.66 90 1.826 0.043
17.9 14 3.011 -0.089
17.9 90 1.782 0.058
19.06 14 2.912 -0.121
19.06 90 1.71 0.039
19.52 90 1.677 -0.031
19.98 14 2.793 -0.217
19.98 90 1.645 -0.014
20.66 90 1.597 -0.05
21.34 90 1.512 -0.228
21.34 18 2.876 0.301
21.58 90 1.472 -0.281
21.58 18 2.897 0.256
21.8 90 1.435 -0.344
21.8 18 2.912 0.196
22.04 18 2.922 0.164
22.74 18 2.871 0.168
22.98 18 2.866 0.17
23.2 18 2.841 0.173
23.44 18 2.819 0.174
23.92 90 1.256 -0.447
23.92 18 2.8 0.177
24.38 18 2.76 0.177
24.86 18 2.729 0.178
25.56 18 2.683 0.18
26.04 18 2.673 0.175
26.26 18 2.642 0.184
26.5 18 2.557 0.276
26.74 18 2.56 0.269
26.96 18 2.552 0.272
27.2 18 2.53 0.272
27.42 18 2.513 0.293
27.66 18 2.43 0.373
28.12 18 2.411 0.415
28.34 18 2.372 0.417
33.22 81 3.69 -0.224
33.72 81 3.738 -0.107
34 14 1.814 -0.21
34.22 14 1.823 -0.124
34.24 81 3.738 0.035
34.46 14 1.828 -0.087
34.7 14 1.814 -0.038
35.64 14 1.761 0.142
35.86 14 1.731 0.184
36.1 14 1.691 0.241
36.34 9 2.926 -0.001
36.58 25 3.838 -0.309
36.58 14 1.648 0.303
36.82 41 4.364 -0.034
36.82 9 2.912 0.082
37.06 25 3.89 -0.241
37.06 9 2.909 0.091
37.3 41 4.364 0.003
37.3 14 1.572 0.367
37.54 41 4.311 0.005
37.54 14 1.568 0.35
38.02 41 4.298 0.015
38.02 14 1.543 0.344
38.26 41 4.364 0.017
38.26 61 5.062 0.069
38.26 14 1.539 0.334
38.5 25 3.838 -0.234
38.5 41 4.298 0.016
38.5 61 5.062 0.065
38.5 9 2.855 0.108
38.5 14 1.526 0.329
38.76 25 3.801 -0.238
38.76 72 8.21 -0.19
38.76 41 4.298 0.02
38.76 61 5.062 0.066
38.76 9 2.841 0.101
39 61 5.062 0.064
39.24 25 3.812 -0.242
39.24 41 4.235 0.027
39.24 61 5.062 0.064
39.24 9 2.837 0.101
39.24 14 1.497 0.306
39.72 25 3.793 -0.241
39.72 41 4.235 0.034
39.72 61 5.035 0.066
39.72 9 2.82 0.103
39.72 14 1.466 0.292
39.96 25 3.78 -0.24
39.96 41 4.266 0.038
39.96 61 5.062 0.067
39.96 9 2.8 0.114
39.96 14 1.457 0.293
40.2 25 3.78 -0.239
40.2 61 5.062 0.074
40.2 9 2.802 0.105
40.2 14 1.445 0.289
40.44 25 3.787 -0.234
40.44 41 4.235 0.05
40.44 61 5.018 0.069
40.44 9 2.795 0.115
